Source	Target	Date_de_debut	Date_de_fin	Type_de_lien	Source_Info
Chatelain Mons	Comtes de Hainaut	1189	1189	Souscription	Acte 154
Chatelain Mons	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Chatelain Mons	Comtes de Hainaut	1190	1190	Souscription	Acte 156
Chatelain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 161
Chatelain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 162
Chatelain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Chatelain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Chatelain Mons	Comtes de Hainaut	1193	1193	Souscription	Acte 169
Chatelain Mons	Comtes de Hainaut	1194	1194	Souscription	DiBe 2743
Chatelain Mons	Comtes de Hainaut	1176	1176	Transaction	Acte 101
Chatelain Mons	Comtes de Hainaut	1178	1178	Transaction	Acte 105
Chatelain Mons	Comtes de Hainaut	1180	1180	Transaction	Acte 109
Chatelain Mons	Comtes de Hainaut	1188	1188	Transaction	Acte 145
Chatelain Mons	Comtes de Hainaut	1194	1194	Transaction	Acte 175
Atrive	Comtes de Hainaut	1192	1192	Souscription	Acte 167
Atrive	Comtes de Hainaut	1195	1195	Souscription	Acte 190
AB Hautmont	Comtes de Hainaut	1176	1176	Souscription	Acte 98
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Comtes de Hainaut	Comtes de Hainaut	1172	1172	Souscription	Acte 86
Comtes de Hainaut	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Comtes de Hainaut	Comtes de Hainaut	1187	1187	Souscription	Acte 135
Comtes de Hainaut	Comtes de Hainaut	1188	1188	Souscription	Acte 141
Comtes de Hainaut	Comtes de Hainaut	1189	1189	Souscription	Acte 149
Comtes de Hainaut	Comtes de Hainaut	1189	1189	Souscription	Acte 148
Comtes de Hainaut	Comtes de Hainaut	1189	1189	Souscription	Acte 149
Comtes de Hainaut	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Comtes de Hainaut	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Comtes de Hainaut	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Comtes de Hainaut	Comtes de Hainaut	1172	1172	Transaction	Acte 88
Comtes de Hainaut	Comtes de Hainaut	1182	1182	Transaction	Acte 121
Comtes de Hainaut	Comtes de Hainaut	1191	1191	Transaction	Acte 158
Comtes de Namur	Comtes de Hainaut	1184	1184	Transaction	DiBe 1164
Comtes de Namur	Comtes de Hainaut	1190	1190	Transaction	Acte 155
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Deiamicus, echevin	Comtes de Hainaut	1174	1174	Souscription	Acte 94
DO Cambrai	Comtes de Hainaut	1176	1176	Souscription	Acte 97
DO Cambrai	Comtes de Hainaut	1176	1176	Souscription	Acte 98
DO Cambrai	Comtes de Hainaut	1187	1187	Souscription	Acte 134
Levak	Comtes de Hainaut	1189	1189	Souscription	Acte 147
CA SG Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
MO ND Valenciennes	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Aix	Comtes de Hainaut	1192	1192	Souscription	Acte 167
Aix	Comtes de Hainaut	1195	1195	Souscription	Acte 190
Comis	Comtes de Hainaut	1192	1192	Souscription	Acte 161
Gommegnies	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Grand-Reng	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Gommegnies	Comtes de Hainaut	1192	1192	Souscription	Acte 167
Gommegnies	Comtes de Hainaut	1195	1195	Souscription	Acte 190
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
CA SW Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 85
CA SV Soignies	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Enghien	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Steenkerque	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Steenkerque	Comtes de Hainaut	1177	1177	Transaction	Acte 103
Englebert, echevin	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Iwuy	Comtes de Hainaut	1182	1182	Souscription	Acte 123
EP Cambrai	Comtes de Hainaut	1176	1176	Souscription	Acte 97
EP Cambrai	Comtes de Hainaut	1182	1182	Souscription	Acte 123
EP Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
EP Cambrai	Comtes de Hainaut	1194	1194	Souscription	DiBe 328
Werchain	Comtes de Hainaut	1189	1189	Souscription	Acte 148
S.-Symphorien	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Longovado	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Aptra	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Aptra	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Bruille	Comtes de Hainaut	1180	1180	Transaction	Acte 110
Denain	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Denain	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Denain	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Petra	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Avoues Marchiennes	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Avoues Marchiennes	Comtes de Hainaut	1174	1174	Souscription	Acte 95
CA ND Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
Berges	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Lens	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Lens	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Lens	Comtes de Hainaut	1184	1184	Souscription	DiBe 1164
Lens	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Lens	Comtes de Hainaut	1188	1188	Souscription	Acte 142
Lens	Comtes de Hainaut	1192	1192	Souscription	Acte 162
Lens	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Lens	Comtes de Hainaut	1193	1193	Souscription	Acte 169
Lens	Comtes de Hainaut	1193	1193	Souscription	Acte 171
Lens	Comtes de Hainaut	1194	1194	Souscription	DiBe 2743
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 180
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 180
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 182
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 183
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 184
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 185
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 186
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 187
Lens	Comtes de Hainaut	1195	1195	Souscription	Acte 191
Lens	Comtes de Hainaut	1194	1194	Transaction	Acte 175
Roeulx	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Roeulx	Comtes de Hainaut	1172	1172	Souscription	Acte 86
Roeulx	Comtes de Hainaut	1172	1172	Souscription	Acte 88
Roeulx	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Roeulx	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Roeulx	Comtes de Hainaut	1175	1175	Souscription	Acte 96
Roeulx	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Roeulx	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Roeulx	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Roeulx	Comtes de Hainaut	1176	1176	Souscription	Acte 102
Roeulx	Comtes de Hainaut	1177	1177	Souscription	Acte 103
Roeulx	Comtes de Hainaut	1178	1178	Souscription	Acte 107
Roeulx	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Roeulx	Comtes de Hainaut	1180	1180	Souscription	Acte 112
Roeulx	Comtes de Hainaut	1180	1180	Souscription	Acte 114
Roeulx	Comtes de Hainaut	1180	1180	Souscription	DiBe 3020
Roeulx	Comtes de Hainaut	1181	1181	Souscription	Acte 116
Roeulx	Comtes de Hainaut	1181	1181	Souscription	Acte 118
Roeulx	Comtes de Hainaut	1181	1181	Souscription	DiBe 3396
Roeulx	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Roeulx	Comtes de Hainaut	1183	1183	Souscription	DiBe 3967
Roeulx	Comtes de Hainaut	1184	1184	Souscription	Acte 127
Roeulx	Comtes de Hainaut	1184	1184	Souscription	Acte 129
Roeulx	Comtes de Hainaut	1184	1184	Souscription	DiBe 1164
Roeulx	Comtes de Hainaut	1185	1185	Souscription	Acte 131
Roeulx	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Roeulx	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Roeulx	Comtes de Hainaut	1188	1188	Souscription	Acte 140
Roeulx	Comtes de Hainaut	1188	1188	Souscription	Acte 141
Roeulx	Comtes de Hainaut	1188	1188	Souscription	Acte 143
Roeulx	Comtes de Hainaut	1176	1176	Transaction	Acte 101
Roeulx	Comtes de Hainaut	1178	1178	Transaction	Acte 105
Roeulx	Comtes de Hainaut	1188	1188	Transaction	Acte 145
Roeulx	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Roeulx	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Roeulx	Comtes de Hainaut	1177	1177	Souscription	Acte 103
Roeulx	Comtes de Hainaut	1184	1184	Souscription	Acte 129
Roeulx	Comtes de Hainaut	1184	1184	Souscription	DiBe 1164
Roeulx	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Roeulx	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Roeulx	Comtes de Hainaut	1176	1176	Transaction	Acte 101
Roeulx	Comtes de Hainaut	1188	1188	Transaction	Acte 145
Le Wede	Comtes de Hainaut	1194	1194	Souscription	Acte 174
CS Tournai	Comtes de Hainaut	1174	1174	Souscription	Acte 92
CS Tournai	Comtes de Hainaut	1176	1176	Souscription	Acte 102
CS Tournai	Comtes de Hainaut	1181	1181	Souscription	Acte 116
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Artres	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Famars	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Fontaines	Comtes de Hainaut	1188	1188	Souscription	Acte 140
Semeries	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Vendegies	Comtes de Hainaut	1189	1189	Souscription	Acte 153
CA ND Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
CA SA Namur	Comtes de Hainaut	1195	1195	Souscription	Acte 190
CA ND Cambrai	Comtes de Hainaut	1182	1182	Souscription	Acte 123
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
AB Aulne	Comtes de Hainaut	1190	1190	Souscription	Acte 156
EP Arras	Comtes de Hainaut	1176	1176	Souscription	Acte 97
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Pons	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Bonnier	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Albi	Comtes de Hainaut	1184	1184	Souscription	Acte 128
Albi	Comtes de Hainaut	1188	1188	Souscription	Acte 138
LA Arras	Comtes de Hainaut	1176	1176	Souscription	Acte 97
LA Arras	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Avesnes	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Ecaillon	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Blandain	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Blandain	Comtes de Hainaut	1194	1194	Souscription	Acte 173
Bousies	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Bousies	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Famars	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Fontaines	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Fontaines	Comtes de Hainaut	1180	1180	Souscription	DiBe 2740
Fontaines	Comtes de Hainaut	1181	1181	Souscription	Acte 118
Fontaines	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Fontaines	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Lens	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Lens	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Lens	Comtes de Hainaut	1177	1177	Souscription	Acte 103
Lens	Comtes de Hainaut	1181	1181	Souscription	Acte 118
Lens	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Lens	Comtes de Hainaut	1182	1182	Souscription	Acte 124
Lens	Comtes de Hainaut	1184	1184	Souscription	DiBe 1164
Lens	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Lens	Comtes de Hainaut	1189	1189	Souscription	Acte 150
Lens	Comtes de Hainaut	1189	1189	Souscription	Acte 151
Leval	Comtes de Hainaut	1189	1189	Souscription	Acte 147
Roulers	Comtes de Hainaut	1194	1194	Souscription	Acte 174
Strepy	Comtes de Hainaut	1194	1194	Souscription	Acte 173
Leval	Comtes de Hainaut	1194	1194	Souscription	Acte 177
Wargnies	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Wargnies	Comtes de Hainaut	1180	1180	Souscription	Acte 111
Wargnies	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Wargnies	Comtes de Hainaut	1182	1182	Souscription	Acte 126
Wargnies	Comtes de Hainaut	1185	1185	Souscription	Acte 131
Wargnies	Comtes de Hainaut	1189	1189	Souscription	Acte 148
Wargnies	Comtes de Hainaut	1182	1182	Transaction	Acte 121
Zottegem	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Zottegem	Comtes de Hainaut	1195	1195	Souscription	Acte 190
Zottegem	Comtes de Hainaut	1195	1195	Souscription	DiBe 335
AB S.-Amand	Comtes de Hainaut	1195	1195	Souscription	Acte 179
DO Bavay	Comtes de Hainaut	1187	1187	Souscription	Acte 134
Gautier, echevin	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Bailleul	Comtes de Hainaut	1192	1192	Souscription	Acte 166
LA Gautier	Comtes de Hainaut	1174	1174	Souscription	Acte 91
CU Gautier	Comtes de Hainaut	1177	1177	Souscription	Acte 104
CU Gautier	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Gavere	Comtes de Hainaut	1192	1192	Souscription	Acte 160
Gavere	Comtes de Hainaut	1194	1194	Souscription	Acte 174
Gavere	Comtes de Hainaut	1195	1195	Souscription	DiBe 289
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA ND Conde	Comtes de Hainaut	1195	1195	Souscription	Acte 185
Lederna	Comtes de Hainaut	1192	1192	Souscription	Acte 160
Ecaillon	Comtes de Hainaut	1188	1188	Souscription	Acte 138
Bailleul	Comtes de Hainaut	1192	1192	Souscription	Acte 160
Denain	Comtes de Hainaut	1189	1189	Souscription	Acte 149
Denain	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Jauche	Comtes de Hainaut	1193	1193	Souscription	Acte 169
Leval	Comtes de Hainaut	1189	1189	Souscription	Acte 147
Monchecourt	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Monchecourt	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Prouvy	Comtes de Hainaut	1185	1185	Souscription	Acte 131
Prouvy	Comtes de Hainaut	1189	1189	Souscription	Acte 150
Prouvy	Comtes de Hainaut	1189	1189	Souscription	Acte 151
Prouvy	Comtes de Hainaut	1194	1194	Souscription	Acte 177
Prouvy	Comtes de Hainaut	1194	1194	Souscription	DiBe 328
Prouvy	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Ruisceure	Comtes de Hainaut	1193	1193	Souscription	Acte 170
Saint-Aubert	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Saint-Aubert	Comtes de Hainaut	1178	1178	Souscription	Acte 107
Saint-Aubert	Comtes de Hainaut	1184	1184	Souscription	Acte 129
Saint-Aubert	Comtes de Hainaut	1182	1182	Transaction	Acte 121
S.-Python	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Leval	Comtes de Hainaut	1194	1194	Souscription	Acte 177
Viula	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Viula	Comtes de Hainaut	1192	1192	Souscription	Acte 167
Howe	Comtes de Hainaut	1193	1193	Souscription	Acte 170
Howe	Comtes de Hainaut	1193	1193	Souscription	DiBe 314
AB Aulne	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Oudenburg	Comtes de Hainaut	1193	1193	Souscription	Acte 170
Oudenburg	Comtes de Hainaut	1193	1193	Souscription	DiBe 314
Gerard, echevin de Strepy	Comtes de Hainaut	1182	1182	Souscription	Acte 122
CA Bruges	Comtes de Hainaut	1192	1192	Souscription	Acte 160
CA Bruges	Comtes de Hainaut	1193	1193	Souscription	Acte 170
CA Bruges	Comtes de Hainaut	1194	1194	Souscription	Acte 176
CA Douai	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Trazegnies	Comtes de Hainaut	1188	1188	Souscription	Acte 143
Prouvy	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Prouvy	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Ham	Comtes de Hainaut	1182	1182	Souscription	Acte 124
CA ND Cambrai	Comtes de Hainaut	1176	1176	Souscription	Acte 97
CA Bruges	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Peronne	Comtes de Hainaut	1182	1182	Souscription	Acte 123
AB SDBroqueroie	Comtes de Hainaut	1174	1174	Souscription	Acte 91
AB SDBroqueroie	Comtes de Hainaut	1185	1185	Souscription	Acte 132
AB SDBroqueroie	Comtes de Hainaut	1183	1183	Transaction	DiBe 3967
Chatelain Beaumont	Comtes de Hainaut	1172	1172	Souscription	Acte 87
Chatelain Beaumont	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Chatelain Beaumont	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Chatelain Beaumont	Comtes de Hainaut	1176	1176	Souscription	Acte 102
Chatelain Beaumont	Comtes de Hainaut	1188	1188	Souscription	Acte 140
Chatelain Beaumont	Comtes de Hainaut	1189	1189	Souscription	Acte 154
Chatelain Beaumont	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Chatelain Beaumont	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Chatelain Beaumont	Comtes de Hainaut	1192	1192	Souscription	Acte 168
Chatelain Beaumont	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Chatelain Beaumont	Comtes de Hainaut	1195	1195	Souscription	DiBe 290
Chatelain Beaumont	Comtes de Hainaut	1182	1182	Transaction	Acte 121
MO ND Valenciennes	Comtes de Hainaut	1192	1192	Souscription	Acte 166
AB S.-Ghislain	Comtes de Hainaut	1174	1174	Souscription	Acte 91
AB SJB Valenciennes	Comtes de Hainaut	1172	1172	Souscription	Acte 88
AB SJB Valenciennes	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Gilbert, villicus	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Bruille	Comtes de Hainaut	1182	1182	Transaction	Acte 121
Bermerain	Comtes de Hainaut	1178	1178	Souscription	Acte 107
Braia	Comtes de Hainaut	1192	1192	Souscription	Acte 162
Chimay	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Chimay	Comtes de Hainaut	1176	1176	Souscription	Acte 102
Chimay	Comtes de Hainaut	1181	1181	Souscription	Acte 116
Chimay	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Chimay	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Chimay	Comtes de Hainaut	1180	1180	Transaction	Acte 109
Cousolre	Comtes de Hainaut	1176	1176	Transaction	Acte 102
Gages	Comtes de Hainaut	1192	1192	Souscription	Acte 164
Monchecourt	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Saint-Aubert	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Bruille	Comtes de Hainaut	1174	1174	Souscription	Acte 90
CA S.-Germain Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 86
CA S.-Germain Mons	Comtes de Hainaut	1175	1175	Souscription	Acte 96
CA S.-Germain Mons	Comtes de Hainaut	1181	1181	Souscription	Acte 118
CA S.-Germain Mons	Comtes de Hainaut	1182	1182	Souscription	Acte 122
CA S.-Germain Mons	Comtes de Hainaut	1183	1183	Souscription	DiBe 3967
CA S.-Germain Mons	Comtes de Hainaut	1184	1184	Souscription	Acte 129
CA S.-Germain Mons	Comtes de Hainaut	1187	1187	Souscription	Acte 134
CA S.-Germain Mons	Comtes de Hainaut	1188	1188	Souscription	Acte 138
CA S.-Germain Mons	Comtes de Hainaut	1188	1188	Souscription	Acte 140
CA S.-Germain Mons	Comtes de Hainaut	1188	1188	Souscription	Acte 142
CA S.-Germain Mons	Comtes de Hainaut	1189	1189	Souscription	Acte 149
CA S.-Germain Mons	Comtes de Hainaut	1190	1190	Souscription	Acte 155
CA S.-Germain Mons	Comtes de Hainaut	1190	1190	Souscription	Acte 156
CA S.-Germain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 161
CA S.-Germain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 162
CA S.-Germain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA S.-Germain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 165
CA S.-Germain Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 167
CA S.-Germain Mons	Comtes de Hainaut	1193	1193	Souscription	Acte 169
CA S.-Germain Mons	Comtes de Hainaut	1193	1193	Souscription	Acte 171
CA S.-Germain Mons	Comtes de Hainaut	1194	1194	Souscription	Acte 177
CA S.-Germain Mons	Comtes de Hainaut	1194	1194	Souscription	DiBe 2743
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 179
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 185
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 186
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 187
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 190
CA S.-Germain Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 191
CA S.-Germain Mons	Comtes de Hainaut	1194	1194	Transaction	Acte 175
Bruille	Comtes de Hainaut	1184	1184	Souscription	Acte 128
Bruille	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Cousolre	Comtes de Hainaut	1176	1176	Transaction	Acte 102
Vendhuile	Comtes de Hainaut	1182	1182	Souscription	Acte 123
Wirem	Comtes de Hainaut	1194	1194	Souscription	Acte 177
CA ND Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
CU gobert	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Sombreffe	Comtes de Hainaut	1188	1188	Souscription	Acte 143
Chaumont	Comtes de Hainaut	1188	1188	Souscription	Acte 143
Thuin	Comtes de Hainaut	1188	1188	Souscription	Acte 140
Thuin	Comtes de Hainaut	1189	1189	Transaction	Acte 146
Tuelasne	Comtes de Hainaut	1176	1176	Souscription	Acte 102
CA ND Conde	Comtes de Hainaut	1195	1195	Souscription	Acte 185
Morialme	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Morialme	Comtes de Hainaut	1188	1188	Souscription	Acte 140
Morialme	Comtes de Hainaut	1189	1189	Souscription	Acte 146
Villers	Comtes de Hainaut	1190	1190	Souscription	Acte 155
CA SA Namur	Comtes de Hainaut	1195	1195	Souscription	Acte 190
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
MO Bonne-esperance	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Wamiris	Comtes de Hainaut	1190	1190	Souscription	Acte 155
PR Maubeuge	Comtes de Hainaut	1186	1186	Souscription	Acte 133
PR Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 162
PR Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Gontran, pretre	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Onaing	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Onaing	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Mauraing	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Aniche	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Enghien	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Enghien	Comtes de Hainaut	1177	1177	Souscription	Acte 103
Thulin	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Thulin	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Thulin	Comtes de Hainaut	1180	1180	Souscription	Acte 112
Thulin	Comtes de Hainaut	1180	1180	Souscription	DiBe 2740
Thulin	Comtes de Hainaut	1181	1181	Souscription	Acte 116
Thulin	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Thulin	Comtes de Hainaut	1184	1184	Souscription	Acte 129
Thulin	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Thulin	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Thulin	Comtes de Hainaut	1188	1188	Souscription	Acte 142
Thulin	Comtes de Hainaut	1188	1188	Souscription	Acte 143
Thulin	Comtes de Hainaut	1189	1189	Souscription	Acte 146
Thulin	Comtes de Hainaut	1189	1189	Souscription	Acte 149
Thulin	Comtes de Hainaut	1189	1189	Souscription	Acte 152
Thulin	Comtes de Hainaut	1189	1189	Souscription	Acte 153
Thulin	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Thulin	Comtes de Hainaut	1178	1178	Transaction	Acte 105
Pecquencourt	Comtes de Hainaut	1186	1186	Transaction	Acte 133
PR Soignies	Comtes de Hainaut	1188	1188	Souscription	Acte 142
PR Soignies	Comtes de Hainaut	1195	1195	Souscription	Acte 180
Aniche	Comtes de Hainaut	1178	1178	Souscription	Acte 106
CA ND Conde	Comtes de Hainaut	1187	1187	Souscription	Acte 134
CA ND Conde	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Brugelette	Comtes de Hainaut	1192	1192	Souscription	Acte 162
Thone	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Thone	Comtes de Hainaut	1178	1178	Souscription	Acte 107
Anzin	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Anzin	Comtes de Hainaut	1188	1188	Souscription	Acte 141
Oignies	Comtes de Hainaut	1195	1195	Souscription	Acte 190
Famars	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Famars	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Famars	Comtes de Hainaut	1177	1177	Souscription	Acte 104
De Foro	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Gommegnies	Comtes de Hainaut	1188	1188	Souscription	Acte 138
Gommegnies	Comtes de Hainaut	1192	1192	Souscription	Acte 168
